annual_inc,loan_status,desc,open_acc,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,last_pymnt_d,last_credit_pull_d,bins
29750.0,1,1863,5,7,7121.689993999999,7121.69,4800.0,73,75,0
50000.0,0,14425,20,43,14948.21,14919.28,11547.35,30,33,1
127000.0,0,13195,10,32,20859.52,20554.9,12109.74,67,72,2
37000.0,1,946,4,12,15459.815819999998,15459.82,12000.0,38,73,1
36000.0,1,13195,9,17,5662.54394,5662.54,5000.0,42,72,0
31200.0,1,9059,11,20,4115.179998,4115.18,3600.0,58,58,0
47000.0,1,13195,11,14,15179.289990000001,15179.29,12000.0,58,58,1
45000.0,1,13195,10,15,3379.3060950000004,3379.31,3000.0,50,50,0
29568.0,1,13195,4,9,6194.043452,6194.04,6000.0,16,16,0
52000.0,1,13195,5,7,5956.140353,5956.14,5100.0,55,72,0
31200.0,1,13195,5,7,18262.98284,18262.98,15000.0,55,76,1
49000.0,1,13195,3,17,6733.162759999999,6733.16,6000.0,48,64,0
69000.0,1,13195,8,20,2219.251451,2219.25,2000.0,55,61,0
77000.0,0,5798,11,38,17854.14,17502.5,13319.93,68,76,1
34800.0,1,13894,3,4,9071.977637,9041.12,7350.0,43,43,0
78000.0,0,14040,12,24,1533.03,1506.5,470.41,98,0,2
24000.0,1,13195,4,6,20272.40279,20272.4,16750.0,24,37,1
75000.0,1,13195,11,18,5654.868195,5654.87,5000.0,40,52,0
28800.0,1,4502,21,49,4616.089874,4504.11,4000.0,38,72,0
33000.0,0,13195,10,13,3915.2,3915.2,2774.87,36,76,0
60000.0,1,5552,8,10,9477.648598,9198.89,8500.0,33,76,0
103000.0,1,13195,8,17,15028.82669,15028.83,14000.0,34,76,1
40800.0,1,5323,3,8,9060.697232999999,9060.7,7200.0,26,68,0
50000.0,1,8323,5,24,2963.589113,2963.59,2500.0,25,76,0
65000.0,1,16070,6,22,5534.615925,5451.6,5000.0,12,72,0
64000.0,1,2987,7,22,5539.994253,5539.99,5000.0,24,72,0
19200.0,0,1798,2,3,1030.75,1006.42,416.5,8,10,1
48000.0,0,4770,10,24,2297.15,2297.15,1713.1,25,39,0
38004.0,1,13195,7,18,12212.99561,12201.24,10000.0,44,75,1
28000.0,1,7478,6,16,10363.00931,10363.01,9500.0,51,76,1
48720.0,1,6381,8,12,12815.17832,12815.18,10000.0,49,71,1
54000.0,1,15420,7,22,6207.582068,1749.41,5500.0,11,11,0
48000.0,1,14557,9,23,11051.194440000001,7389.89,9599.99,14,76,1
48000.0,1,13099,10,23,5500.631611,3146.37,4800.0,21,76,0
75000.0,1,5500,11,17,11933.36649,11933.37,10000.0,41,75,1
38000.0,1,13195,5,12,10002.66952,10002.67,9000.0,54,54,0
112000.0,1,15226,10,29,11800.48447,11414.49,10000.0,31,76,1
36000.0,1,13195,9,15,4251.52043,4251.52,3700.0,52,52,0
110000.0,1,6108,9,24,10076.904040000001,10020.92,9000.0,49,76,0
20000.0,1,2070,9,33,5260.467125,5260.47,4100.0,71,71,0
135000.0,1,8027,9,15,16286.31,16286.31,15000.0,59,76,1
28800.0,1,11826,11,13,6858.700001,6858.7,6000.0,64,76,0
20400.0,0,13195,3,4,621.56,621.56,246.74,17,21,0
19200.0,1,7170,7,9,5054.01728,5054.02,4500.0,36,76,0
28000.0,1,31,9,13,12919.53434,12919.53,12200.0,8,68,1
92000.0,1,14191,8,11,15512.801969999999,6812.38,13074.99,21,21,2
34000.0,1,13195,21,38,5448.457929,5448.46,5000.0,38,74,0
60000.0,0,13195,7,20,36099.09,36072.73,17196.69,54,59,3
36000.0,1,13195,12,19,2752.243159,2752.24,2425.0,52,64,0
85000.0,1,499,13,27,20114.94933,20050.48,15600.0,40,76,1
80000.0,1,11437,8,18,19847.490319999997,19847.49,18000.0,47,66,2
75000.0,1,14818,10,29,5698.603286,797.8,5000.0,5,57,0
60000.0,0,6870,9,32,4845.96,4845.96,111.85,22,76,0
53000.0,0,13195,3,9,6077.51,6077.51,4176.8,38,48,0
150000.0,1,15299,10,24,17893.91107,10487.85,14999.99,14,14,1
68000.0,1,4529,19,34,11114.090329999999,11114.09,10000.0,54,76,1
42328.0,1,14282,11,16,6831.602566,5076.35,6000.0,15,15,0
69900.0,1,13195,8,26,5428.627121,5428.63,5050.0,43,43,0
54000.0,1,1,6,6,11140.62833,11111.62,9600.0,21,21,1
50000.0,1,13195,8,26,5630.785106,5464.35,5000.0,42,64,0
40992.0,1,13195,2,9,5501.459388,5501.46,5000.0,34,62,0
23500.0,1,13195,8,12,5257.317241,5257.32,4125.0,74,74,0
23500.0,1,11257,8,12,13860.453330000002,13796.73,10875.0,62,74,1
100000.0,1,6463,8,11,7070.500841,6775.9,6000.0,49,49,0
15300.0,1,3575,5,9,3706.919962,3706.92,3150.0,51,51,0
22188.0,1,14472,4,9,13052.765140000001,13024.39,11500.0,51,51,1
37992.0,1,13063,2,3,6359.200145000001,6359.2,5000.0,34,35,0
50000.0,1,13195,10,42,15931.14383,15931.14,15000.0,29,29,1
85000.0,1,2024,17,24,24788.67072,24757.68,20000.0,40,46,2
65000.0,1,16108,10,18,17480.00502,6238.7,15000.0,12,76,1
96216.0,1,1654,14,47,15296.1236,14127.73,14400.0,15,15,1
60000.0,1,14520,22,43,3220.175662,3220.18,2800.0,30,72,0
60000.0,1,5703,4,15,1968.321741,1968.32,1600.0,49,76,0
54996.0,1,3391,7,12,17604.185859999998,17604.19,12000.0,50,50,1
24000.0,1,13195,3,5,2023.99,2023.99,2000.0,10,11,0
58000.0,1,13195,9,13,5806.208082,5806.21,5000.0,24,66,0
69500.0,1,9502,6,19,12107.02,12107.02,12000.0,14,76,1
50000.0,1,13195,12,20,3833.05911,3833.06,3000.0,46,76,0
70000.0,1,2798,8,19,5304.888697,5304.89,4800.0,20,20,0
53004.0,1,2552,6,24,11662.18491,11662.18,11000.0,26,26,1
168000.0,1,1519,13,36,23739.76,23702.67,16000.0,75,76,1
65000.0,1,8464,6,12,4257.222366,4257.22,4000.0,26,26,0
52000.0,1,2464,6,15,7100.299605,7100.3,6500.0,31,27,0
26400.0,1,13195,7,9,2541.0,2541.0,2500.0,27,62,0
50000.0,1,13195,6,11,10727.867,10727.87,10000.0,21,21,1
50000.0,1,9276,9,26,10956.775959999999,10956.78,10000.0,58,72,1
55680.0,1,1594,17,32,21999.080009999998,21999.08,15850.0,69,69,1
20000.0,1,13195,5,15,5825.427689,5825.43,5000.0,49,75,0
14400.0,1,6379,3,4,2508.288117,2508.29,2000.0,37,66,0
12996.0,1,10570,5,7,2497.319323,2378.4,2100.0,24,75,0
86000.0,1,11238,9,40,16591.3245,16591.32,12600.0,58,76,1
68000.0,1,11228,5,12,9011.557494,9011.56,8000.0,50,50,0
40000.0,1,3764,5,15,10950.24663,10950.25,10000.0,56,56,1
48000.0,1,16193,6,17,11553.89594,11241.85,10000.0,32,70,1
45000.0,1,837,8,17,18832.7162,18832.72,14400.0,73,73,1
40310.0,0,3151,7,9,1658.56,1620.48,1081.75,11,72,1
180000.0,1,9520,8,18,6631.958804999999,6631.96,6000.0,57,57,0
33396.0,0,13078,5,9,753.06,739.69,377.86,0,11,0
58000.0,1,13506,8,10,18235.758859999998,6685.06,15000.0,28,28,1
28000.0,0,13195,5,14,734.52,734.52,336.64,22,76,0
62000.0,0,361,6,16,13787.95,13270.39,10019.75,23,76,2
60000.0,1,13195,4,24,7915.440004000001,7915.44,6000.0,71,70,0
35000.0,1,13195,5,14,3617.850667,3617.85,3250.0,51,76,0
35000.0,0,11882,5,14,5032.46,5010.67,2723.69,30,76,0
90000.0,1,5366,7,23,28957.445480000002,28204.35,25000.0,28,28,2
23000.0,1,13195,11,18,8769.342397,8769.34,7200.0,50,69,0
24996.0,1,11225,8,26,7240.204481000001,7211.01,6200.0,38,65,0
54996.0,1,6743,5,20,22522.84011,21743.61,17500.0,37,37,1
110000.0,1,6640,10,35,29804.4212,29804.42,28000.0,25,25,3
85000.0,1,2269,7,16,6969.672676,6969.67,6000.0,48,76,0
102996.0,1,13195,5,17,21840.21205,21294.21,20000.0,33,33,2
82500.0,1,13905,14,35,16292.40064,16264.12,14400.0,13,13,1
90000.0,1,5724,6,27,2988.827573,2988.83,2500.01,53,53,0
120000.0,1,1993,16,44,38079.80915,38041.73,25000.0,63,62,2
50750.0,1,13195,5,11,11553.73753,11524.85,10000.0,56,56,1
71000.0,1,13195,4,11,16302.76,16302.76,13500.0,64,50,1
140000.0,1,176,15,30,27565.43185,26851.26,24249.99,12,76,2
45000.0,1,8205,9,20,5261.464322,5261.46,5000.0,34,33,0
242004.0,0,4371,7,13,21055.8,16314.82,11137.57,43,37,2
71500.0,0,13195,6,15,8151.71,5131.81,3349.92,26,44,2
56000.0,1,13204,13,25,16563.95881,15370.02,13350.0,40,39,1
56496.0,0,13195,11,26,4858.86,4858.86,2484.0,47,76,1
83004.0,1,13195,13,30,5341.391674,5311.72,4500.0,46,46,0
138000.0,1,5449,16,51,4779.01988,4779.02,4000.0,39,72,0
128000.0,1,5683,12,46,3694.8671729999996,3694.87,3000.0,26,72,0
50000.0,1,8011,7,18,10644.9607,10644.96,9600.0,24,58,1
17652.0,0,13195,3,5,498.49,498.49,113.96,21,24,0
48000.0,1,12978,7,14,11993.32834,11268.11,10000.0,29,29,1
33000.0,1,13195,8,18,2183.5878420000004,2183.59,2000.0,52,70,0
33000.0,1,13195,7,17,2252.66734,2252.67,2000.0,37,70,0
118000.0,1,10241,8,18,28160.71,28019.91,25000.0,58,57,2
105000.0,1,13195,11,22,28476.804780000002,28206.88,26375.0,34,35,2
96000.0,1,1245,20,29,18709.52736,18676.66,15000.0,39,39,1
36000.0,1,14682,6,16,6084.051528,5813.75,5000.0,25,68,0
110004.0,1,13195,11,31,15104.809980000002,14790.13,12000.0,67,67,1
180000.0,1,11485,12,21,36288.720030000004,34493.16,29000.0,63,72,3
82000.0,0,13195,17,56,8017.62,8017.62,5927.49,24,76,3
45000.0,0,15252,11,24,6446.13,6354.1,4314.48,27,76,0
40000.0,1,15892,8,10,13777.70649,1004.46,12000.0,15,16,1
40000.0,1,11355,8,12,27732.63,27697.96,20000.0,62,74,2
19000.0,1,2669,3,3,3668.0663130000003,3668.07,3000.0,54,54,0
42000.0,1,12675,11,25,9615.918606000001,9510.85,8450.0,35,35,0
60000.0,1,15019,9,30,19330.10283,8799.42,15999.99,14,45,1
32000.0,1,13195,8,17,5846.31847,5846.32,4800.0,39,43,0
60000.0,1,13195,14,23,5851.716332999999,5851.72,4800.0,38,38,0
130000.0,1,421,11,32,31125.99001,31094.86,25000.0,52,76,2
45000.0,1,14031,4,17,10875.104309999999,10620.2,9600.0,18,24,1
56700.0,1,13195,16,34,12630.03665,12630.04,12000.0,25,60,1
60000.0,1,13195,6,19,5216.133503,5216.13,5000.0,31,24,0
50400.0,0,13195,4,8,5513.25,5513.25,4434.28,46,51,0
168000.0,1,4131,17,46,7612.4708439999995,7612.47,6800.0,43,64,0
32004.0,1,13195,9,13,2419.703951,2419.7,2200.0,25,25,0
27000.0,1,2653,7,15,12085.05012,12085.05,10000.0,36,61,1
90000.0,1,13195,20,28,3116.540473,3116.54,2850.0,48,74,0
40000.0,1,5935,20,28,19745.239990000002,19354.25,15150.0,74,74,2
60000.0,0,12239,9,20,18563.8,7413.65,8031.23,45,76,2
83000.0,1,13195,13,32,19928.77174,19651.98,18000.0,36,76,2
55800.0,1,13195,8,25,7349.816859999999,6876.53,6600.0,24,24,0
99996.0,1,15144,21,31,25437.54556,21148.85,20000.0,25,72,2
67000.0,1,438,7,15,24702.29457,24640.54,20000.0,40,70,2
56253.0,1,1602,2,6,11840.296540000001,11721.89,10000.0,40,39,1
60000.0,1,13195,11,18,5648.063645,5648.06,5500.0,35,35,0
48000.0,0,9887,21,43,120.99,120.99,83.04,15,76,0
14400.0,0,8997,4,4,889.44,889.44,510.42,17,14,0
13920.0,0,804,2,8,409.57,406.93,0.0,101,76,0
62000.0,1,13195,10,24,13955.59848,13950.98,12500.0,51,76,1
28000.0,1,12676,5,11,3974.076327,3974.08,3500.0,28,72,0
46000.0,1,4810,14,27,8469.618403,8469.62,8000.0,40,68,0
108000.0,1,13195,9,37,3876.817008,3876.82,3500.0,37,76,0
68000.0,1,1016,9,24,10900.02965,10900.03,10000.0,27,57,1
53000.0,1,13195,5,12,14574.744069999999,14538.31,10000.0,61,69,1
36000.0,0,3146,10,16,5527.31,5518.63,3394.38,34,76,1
80000.0,1,10735,7,30,2179.144911,2179.14,2000.0,35,76,0
25000.0,1,13195,14,16,3749.0146159999995,3717.77,3000.0,40,39,0
48000.0,0,13195,17,45,1655.27,1655.27,1327.41,41,38,0
90000.0,1,8387,5,18,6280.721861999999,6280.72,5000.0,59,76,0
92000.0,1,1680,5,21,17211.86821,17113.53,15000.0,40,73,1
25000.0,1,13195,9,17,7194.573990000001,7194.57,5825.0,50,76,0
50004.0,0,4026,12,24,1642.55,1634.35,1192.43,10,76,1
95000.0,1,13195,14,37,4090.5352020000005,4090.54,3600.0,56,56,0
130000.0,1,7939,11,32,39436.54857,39436.55,35000.0,44,76,3
50000.0,1,15476,7,13,15804.312730000001,10286.33,13000.0,25,25,1
87000.0,1,16017,6,17,12547.06733,10001.71,10999.99,15,73,1
22000.0,1,4294,11,31,2799.12123,2799.12,2500.0,54,54,0
88812.93,1,13195,8,27,36523.798760000005,36492.31,29000.0,56,48,3
50400.0,0,5688,7,12,10781.75,10714.32,3502.51,22,31,2
35000.0,0,4187,5,13,4860.09,4860.09,3928.67,35,76,1
107000.0,1,13195,10,12,4920.512548,4920.51,4000.0,37,52,0
30000.0,1,13195,6,11,7501.630002,7501.63,6300.0,64,73,0
92000.0,0,13195,4,15,2652.48,2652.48,2007.36,35,39,0
92000.0,0,7219,4,15,4488.02,4402.85,2298.58,35,39,2
52000.0,1,15750,9,21,8625.550766,8459.67,7500.0,32,32,0
51000.0,1,13195,12,20,1846.9015350000002,1846.9,1600.0,55,76,0
50700.0,1,13195,10,11,9368.434469,9368.43,7950.0,53,72,0
32000.0,0,13195,6,7,4590.13,4590.13,1592.71,25,39,1
30912.0,1,7532,10,35,7407.219997,7407.22,5600.0,70,76,0
27852.0,0,12827,14,28,282.26,282.26,193.44,99,76,0
50400.0,1,13195,16,36,5600.059056,5600.06,5000.0,42,73,0
53000.0,0,9671,6,18,5938.71,3094.46,3976.49,20,76,2
90000.0,1,1880,11,41,16918.39357,16888.18,14000.0,43,43,1
80000.0,1,4014,13,30,17496.06715,17468.73,16000.0,48,58,1
50000.0,1,9765,10,15,7104.787748999999,7104.79,6400.0,45,61,0
42000.0,1,2351,10,12,5645.825132,5561.14,5000.0,36,36,0
26400.0,1,13195,8,13,11040.61483,10488.59,10000.0,52,52,1
24000.0,0,4167,5,11,1097.18,1097.18,143.93,2,76,0
72000.0,1,800,14,29,19760.66343,19729.79,16000.0,39,75,1
40800.0,1,13195,6,7,3843.8718740000004,3243.27,3200.0,37,73,0
120000.0,1,16003,30,47,23112.02938,18489.62,20000.0,11,11,2
90000.0,1,15243,11,17,17256.460880000002,17256.46,15000.0,2,2,1
74000.0,1,13195,14,31,13703.873459999999,13703.87,10000.0,57,57,1
95000.0,1,5441,15,30,19223.58283,19223.58,17000.0,26,72,1
55000.0,1,9178,11,20,8378.303337000001,8378.3,7500.0,56,76,0
22000.0,1,11414,12,19,8335.090001,8335.09,7000.0,50,76,0
92000.0,1,13195,16,38,33194.20602,33194.21,25000.0,47,47,2
60000.0,1,13195,10,25,9944.737448,9944.74,8000.0,37,73,0
174996.0,0,13195,6,17,5746.92,4873.74,1944.92,21,27,3
32000.0,0,13195,10,13,1711.9,1711.9,1180.36,34,76,0
72000.0,1,13195,7,11,7103.683152,7103.68,6000.0,44,76,0
60000.0,1,2510,13,19,6193.795134,6193.8,5500.0,36,36,0
34928.12,1,14156,12,15,14409.9773,13644.05,11499.99,23,38,1
57000.0,0,13195,13,14,3482.11,3482.11,2539.73,42,45,0
135000.0,1,15479,17,33,34298.73741,34269.17,29000.0,29,68,3
67000.0,1,12303,4,8,8006.353037999999,8006.35,7000.0,34,34,0
37000.0,0,11541,3,12,3334.16,3334.16,1224.0,23,27,1
80000.0,1,2956,12,32,18243.59721,17878.73,15000.0,28,76,1
50004.0,0,13195,10,23,21526.87,21505.38,17239.26,43,37,2
65000.0,1,1416,10,26,8798.791615,7588.96,8000.0,31,27,0
60000.0,1,9195,9,22,21287.69,21287.69,16000.0,63,76,1
43000.0,1,13195,7,18,6276.69268,6151.16,5000.0,45,45,0
67200.0,1,13195,6,21,8604.447492,8604.45,8000.0,42,57,0
35000.0,1,3031,6,10,22347.98175,21915.54,19000.0,40,76,2
55000.0,0,9694,15,38,3041.77,3041.77,2202.94,45,48,0
25000.0,1,4785,5,7,9961.860555,9780.31,8000.0,42,42,0
35100.0,1,13629,10,17,10262.86178,9179.56,9000.0,5,1,0
120000.0,1,10871,9,19,25428.139740000002,25396.35,19999.99,38,76,2
60000.0,1,1054,8,22,10823.76758,10823.77,10000.0,43,76,1
78000.0,1,13195,6,10,19886.52562,19831.29,18000.0,42,42,2
80400.0,1,10094,8,20,9729.042625,9729.04,9000.0,43,76,0
66600.0,1,8854,4,13,8442.960818000001,8442.96,7200.0,58,75,0
68000.0,1,13195,8,25,2976.83683,2976.84,2500.0,58,69,0
78000.0,1,8318,7,25,5409.28041,5355.19,5000.0,44,55,0
305000.0,1,13195,24,47,26937.603939999997,26368.13,20000.0,52,52,2
96000.0,1,13195,6,15,18508.270959999998,18479.35,16000.0,42,42,1
84000.0,1,13195,7,8,8139.7986599999995,8139.8,6500.0,55,55,0
47000.0,1,13195,8,8,14637.46109,14637.46,12000.0,33,63,1
87500.0,1,4963,10,22,12857.005490000001,12828.31,11200.0,39,65,1
52200.0,1,13195,9,18,4278.88999,4278.89,4000.0,21,14,0
72000.0,1,4450,4,23,19558.24825,19527.69,16000.0,44,44,1
78100.0,1,2908,8,16,2599.298429,2599.3,2425.0,39,76,0
65600.0,1,2923,5,18,4829.689371,4829.69,4000.0,48,76,0
63996.0,1,601,15,37,7808.258443000001,7808.26,6000.0,36,66,0
50500.0,1,11880,8,23,12455.38,12455.38,10000.0,70,71,1
56496.0,1,13195,7,9,17866.57658,17866.58,15000.0,43,39,1
170000.0,1,10329,14,32,31290.081589999998,31039.76,25000.0,38,72,2
66000.0,1,8754,5,9,9699.576703,9312.0,7500.0,57,76,0
124000.0,1,5644,13,42,9072.126778,9072.13,8100.0,41,41,0
87000.0,1,4443,10,45,2782.136688,2522.46,2500.0,43,72,0
68700.0,1,3541,9,14,24806.57707,24793.53,19600.0,43,43,2
63000.0,1,1014,7,15,2600.5343550000002,2600.53,2400.0,13,76,0
54000.0,1,12126,8,15,9538.399493,9373.95,8700.0,14,14,0
50000.0,1,12269,9,13,14525.24611,14525.25,12000.0,35,72,1
100000.0,1,13827,14,25,25685.247880000003,23288.15,20000.0,25,67,2
163000.0,1,13685,3,15,24392.62836,12929.91,20000.0,23,48,2
167300.0,1,13811,4,10,22785.53163,13676.12,20000.0,2,2,2
113028.0,1,12711,22,39,14746.10005,10984.37,12075.0,32,32,1
110000.0,1,13276,15,19,18177.94326,7129.09,15000.0,19,15,1
58600.0,1,15260,14,22,9665.019087,5490.41,8000.0,21,74,0
94000.0,1,13339,17,27,11523.5911,6117.13,10000.0,19,35,1
130000.0,1,730,11,29,27482.145839999997,27454.66,25000.0,31,31,2
90000.0,1,13195,15,31,3970.5619149999998,3970.56,3200.0,44,76,0
83100.0,1,15804,6,8,6359.200145000001,6168.42,5000.0,25,25,0
72000.0,1,13195,15,33,13155.35893,13124.04,10500.0,56,54,1
54600.0,1,10787,8,19,31693.100889999998,31661.41,25000.0,59,58,2
32400.0,1,13195,6,10,3559.966463,3554.47,3000.0,38,76,0
50000.0,1,4694,5,18,4605.110007,4588.61,4000.0,27,75,0
75000.0,1,10474,15,18,7454.942509,7454.94,7100.0,17,17,0
37440.0,1,7675,6,12,3239.6888050000002,3239.69,3000.0,38,76,0
85000.0,1,15582,14,33,13864.675119999998,8687.59,12000.0,31,36,1
